codigo_acta,codigo_mesa,votos_p1,votos_p2,votos_p3,votos_p4,blancos,nulos,habilitados,anfora,no_usadas,observacion_formal,tipo_observacion_formal
4090302812015,4090302812015,71,59,92,285,56,42,637,605,32,,
4090302812016,4090302812016,29,32,54,213,5,2,397,335,62,,
4090302812017,4090302812017,3,31,153,211,64,64,672,526,146,,
4090302812018,4090302812018,85,145,26,586,57,51,986,950,36,,
4090302812019,4090302812019,9,60,13,175,41,30,339,328,11,,
4090302812020,4090302812020,115,150,122,418,11,16,995,832,163,,
4110102832001,4110102832001,58,129,311,206,26,8,900,738,162,,
4110102832002,4110102832002,22,14,29,167,26,22,290,280,10,,
4110102832003,4110102832003,83,129,194,219,42,41,836,708,128,,
4110102832004,4110102832004,37,77,29,324,78,35,673,580,93,,
4110102832005,4110102832005,8,55,3,190,9,13,339,278,61,,
4110102832006,4110102832006,5,8,20,49,1,1,96,84,12,,
4110102832007,4110102832007,8,20,23,166,36,24,303,277,26,,
4110102832008,4110102832008,66,58,189,223,77,42,692,655,37,,
4110102832009,4110102832009,32,21,103,77,36,10,312,279,33,,
4110102832010,4110102832010,1,22,167,233,38,1,556,462,94,,
4110102832011,4110102832011,13,37,192,259,69,58,726,628,98,,
4110102832012,4110102832012,7,1,13,37,12,1,89,71,18,,
4110102832013,4110102832013,35,11,121,387,99,19,798,672,126,,
4110102832014,4110102832014,13,2,6,76,12,1,115,110,5,,
4110102832015,4110102832015,9,19,18,186,43,16,320,291,29,,
4110102832016,4110102832016,31,66,27,271,64,45,537,504,33,,
4110102832017,4110102832017,3,10,6,48,15,9,115,91,24,,
4110102832018,4110102832018,5,19,8,192,27,26,313,277,36,,
4110102832019,4110102832019,41,20,46,409,102,20,674,638,36,,
4110102832020,4110102832020,2,48,47,168,38,0,367,303,64,,
4110102852001,4110102852001,14,41,67,146,42,18,330,328,2,,
4110102852002,4110102852002,1,2,3,20,1,1,29,28,1,,
4110102852003,4110102852003,7,14,22,139,22,14,243,218,25,,
4110102852004,4110102852004,7,2,9,61,7,1,96,87,9,,
4110102852005,4110102852005,6,134,117,429,26,46,943,758,185,,
4110102852006,4110102852006,26,7,113,323,70,43,643,582,61,,
4110102852007,4110102852007,24,42,48,344,43,14,555,515,40,,
4110102852008,4110102852008,34,31,31,392,37,24,572,549,23,,
4110102852009,4110102852009,68,39,146,360,126,1,907,740,167,,
4110102852010,4110102852010,28,35,5,235,70,2,477,375,102,,
4110102852011,4110102852011,93,127,297,153,94,8,857,772,85,,
4110102852012,4110102852012,1,6,91,530,103,19,784,750,34,,
4110102852013,4110102852013,28,29,101,290,12,42,506,502,4,,
4110102852014,4110102852014,11,6,35,109,18,0,194,179,15,,
4110102852015,4110102852015,7,36,78,73,48,13,312,255,57,,
4120102867001,4120102867001,88,143,206,264,1,88,894,790,104,,
4120102867002,4120102867002,5,27,39,73,19,0,176,163,13,,
4120102867003,4120102867003,17,1,63,91,44,13,290,229,61,,
4120102867004,4120102867004,44,98,120,339,108,41,817,750,67,,
4120102867005,4120102867005,71,69,86,266,15,53,562,560,2,,
4120102867006,4120102867006,79,23,234,316,12,67,748,731,17,,
4120102867007,4120102867007,67,56,63,334,53,12,618,585,33,,
4120102867008,4120102867008,27,117,25,340,112,29,792,650,142,,
4120102867009,4120102867009,5,31,50,91,31,16,224,224,0,,
4120102867010,4120102867010,13,72,86,364,29,64,653,628,25,,
4120102867011,4120102867011,4,2,13,13,0,0,37,32,5,,
4120102867012,4120102867012,72,150,110,319,35,20,769,706,63,,
4120202879001,4120202879001,65,81,78,267,92,39,668,622,46,,
4120202879002,4120202879002,4,81,125,164,92,43,632,509,123,,
4120202879003,4120202879003,12,79,169,188,60,8,613,516,97,,
4120202879004,4120202879004,8,147,160,352,122,8,857,797,60,,
4120202879005,4120202879005,49,55,26,329,10,21,605,490,115,,
4120202879006,4120202879006,43,118,249,146,17,71,794,644,150,,
4130102885001,4130102885001,57,141,258,184,91,20,863,751,112,,
4130102885002,4130102885002,81,74,175,252,78,67,781,727,54,,
4130102885003,4130102885003,18,75,137,363,58,39,831,690,141,,
4130102885004,4130102885004,13,35,79,57,2,9,200,195,5,,
4130102885005,4130102885005,26,66,65,125,33,33,413,348,65,,
4130102885006,4130102885006,8,4,12,62,1,7,110,94,16,,
4130102885007,4130102885007,7,1,27,65,26,12,175,138,37,,
4130102885008,4130102885008,7,65,142,193,73,0,566,480,86,,
4130102885009,4130102885009,1,16,17,112,7,6,182,159,23,,
4130102885010,4130102885010,16,22,48,28,12,3,164,129,35,,
4130102885011,4130102885011,37,57,54,286,51,48,580,533,47,,
4130102885012,4130102885012,20,36,26,203,24,15,324,324,0,,
4130102885013,4130102885013,7,11,31,29,7,0,87,85,2,,
4140102898001,4140102898001,53,39,159,184,30,4,501,469,32,,
4140102898002,4140102898002,6,71,27,520,70,38,796,732,64,,
4140102898003,4140102898003,0,11,120,140,38,21,413,330,83,,
4140102898004,4140102898004,7,75,224,314,132,89,905,841,64,,
4140102898005,4140102898005,0,1,39,60,12,13,156,125,31,,
4140102898006,4140102898006,6,7,20,22,7,5,67,67,0,,
4140102898007,4140102898007,1,4,2,46,2,5,62,60,2,,
4140102898008,4140102898008,16,85,24,293,95,46,635,559,76,,
4140102898009,4140102898009,7,99,255,330,20,33,757,744,13,,
4140102898010,4140102898010,5,7,8,38,0,5,77,63,14,,
4140102898011,4140102898011,93,79,44,474,83,5,862,778,84,,
4140102909001,4140102909001,2,12,16,30,2,2,70,64,6,,
4140102909002,4140102909002,3,0,6,35,6,2,57,52,5,,
4140102909003,4140102909003,1,6,3,15,3,2,30,30,0,,
4140102909004,4140102909004,41,3,19,505,124,78,786,770,16,,
4140102909005,4140102909005,22,40,28,79,7,21,235,197,38,,
4140102909006,4140102909006,37,7,282,355,21,72,846,774,72,,
4140102909007,4140102909007,16,67,121,67,12,24,339,307,32,,
4140102909008,4140102909008,7,11,41,36,3,8,127,106,21,,
4140102909009,4140102909009,43,18,138,157,47,16,422,419,3,,
4140102909010,4140102909010,62,84,22,365,79,14,654,626,28,,
4140102909011,4140102909011,22,19,96,92,10,7,253,246,7,,
4140102909012,4140102909012,7,3,12,61,6,7,98,96,2,,
4140102909013,4140102909013,29,25,32,199,16,9,318,310,8,,
4140102909014,4140102909014,35,53,132,134,18,27,408,399,9,,
4140102909015,4140102909015,46,59,152,170,112,35,732,574,158,,
4140102909016,4140102909016,15,133,44,365,10,59,645,626,19,,
4140102909017,4140102909017,23,68,25,466,142,62,989,786,203,,
4140102909018,4140102909018,50,59,25,231,18,28,411,411,0,,
4140102909019,4140102909019,17,12,58,43,2,15,183,147,36,,
4140102928001,4140102928001,36,3,73,154,24,13,330,303,27,,
4140102928002,4140102928002,54,93,69,561,12,66,966,855,111,,
4140102928003,4140102928003,8,7,2,45,3,3,82,68,14,,
4140102928004,4140102928004,58,50,42,334,5,35,646,524,122,,
4140102928005,4140102928005,23,20,37,223,21,5,358,329,29,,
4140102928006,4140102928006,5,49,115,121,22,17,366,329,37,Mesa en lugar distinto: Funcionamiento de la mesa de sufragio en un recinto diferente al autorizado por la autoridad electoral.,MESA_LUGAR_DISTINTO
4140102928007,4140102928007,33,49,73,69,26,4,267,254,13,,
4140102928008,4140102928008,26,56,24,140,13,20,297,279,18,,
4140102928009,4140102928009,46,164,145,344,51,60,828,810,18,,
4140102928010,4140102928010,2,46,157,174,55,5,445,439,6,,
4140102928011,4140102928011,21,20,41,107,37,13,274,239,35,,
4140102928012,4140102928012,60,101,184,160,11,33,574,549,25,,
4140102928013,4140102928013,0,0,2,5,0,0,7,7,0,,
4140102928014,4140102928014,22,18,23,96,2,11,209,172,37,,
4140102928015,4140102928015,4,71,33,356,28,23,605,515,90,,
4140102928016,4140102928016,5,71,62,170,64,11,418,383,35,,
4140102928017,4140102928017,74,148,160,330,37,24,860,773,87,,
4150102945001,4150102945001,2,12,3,80,7,10,128,114,14,,
4150102945002,4150102945002,4,3,0,41,1,4,53,53,0,,
4150102945003,4150102945003,46,15,5,309,22,41,481,438,43,,
4150102945004,4150102945004,22,76,92,151,75,17,515,433,82,,
4150102945005,4150102945005,20,80,45,203,43,48,541,439,102,,
4150102945006,4150102945006,23,51,76,262,37,29,546,478,68,,
4150102945007,4150102945007,29,27,50,576,42,33,966,757,209,,
4150102945008,4150102945008,29,25,150,150,76,52,562,482,80,,
4150102945009,4150102945009,90,96,131,308,131,57,892,813,79,,
4150102945010,4150102945010,13,8,86,114,47,6,317,274,43,,
4150102945011,4150102945011,10,37,3,236,42,40,460,368,92,,
4150102956001,4150102956001,55,83,95,174,36,22,533,465,68,,
4150102956002,4150102956002,0,7,6,82,0,11,129,106,23,,
4150102956003,4150102956003,0,3,7,8,1,1,24,20,4,,
4150102956004,4150102956004,30,0,105,413,21,0,623,569,54,,
4150102956005,4150102956005,0,0,2,4,0,0,6,6,0,,
4150102956006,4150102956006,18,25,91,303,33,43,542,513,29,,
4150102956007,4150102956007,29,8,129,186,9,38,428,399,29,,
4150102956008,4150102956008,58,126,258,195,150,66,961,853,108,,
4150102956009,4150102956009,7,83,196,265,71,1,765,623,142,,
4150102956010,4150102956010,23,99,0,330,100,69,723,621,102,,
4150102956011,4150102956011,1,10,21,83,4,11,135,130,5,,
4150102956012,4150102956012,4,3,17,17,5,5,62,51,11,,
4150102956013,4150102956013,11,82,139,200,44,21,539,497,42,,
4150102956014,4150102956014,17,3,62,229,59,52,522,422,100,,
4150102956015,4150102956015,3,114,7,552,1,10,758,687,71,,
4150102956016,4150102956016,54,22,130,276,109,40,789,631,158,,
4150202972001,4150202972001,52,51,60,327,48,49,716,587,129,,
4150202972002,4150202972002,87,102,281,178,24,52,878,724,154,,
4150202972003,4150202972003,25,107,130,265,50,10,600,587,13,,
4150202972004,4150202972004,29,88,50,195,4,49,529,415,114,,
4150202972005,4150202972005,25,56,66,142,21,8,334,318,16,,
4150202972006,4150202972006,20,12,45,169,50,3,319,299,20,,
4150202972007,4150202972007,1,50,22,166,48,24,333,311,22,,
4150202972008,4150202972008,61,108,132,235,4,46,611,586,25,,
4150202972009,4150202972009,6,15,4,60,14,11,134,110,24,,
4150202972010,4150202972010,6,22,94,179,49,5,376,355,21,,
4150302982001,4150302982001,2,150,42,568,90,56,995,908,87,,
4150302982002,4150302982002,7,51,108,211,33,16,427,426,1,,
4150302982003,4150302982003,6,5,111,210,18,31,396,381,15,,
4150302985001,4150302985001,59,120,229,133,86,75,878,702,176,,
4150302985002,4150302985002,29,49,89,131,62,45,456,405,51,,
4150302985003,4150302985003,49,37,72,184,19,31,394,392,2,,
4150302985004,4150302985004,14,9,62,161,46,28,359,320,39,,
4150302985005,4150302985005,11,19,53,37,29,4,186,153,33,,
4150302985006,4150302985006,41,21,42,250,8,35,404,397,7,,
4150302985007,4150302985007,63,111,184,129,10,30,534,527,7,,
4150302985008,4150302985008,3,10,13,46,6,5,94,83,11,,
5010102993001,5010102993001,139,4,26,30,37,2,261,238,23,,
5010102993002,5010102993002,141,4,49,185,48,52,573,479,94,,
5010102993003,5010102993003,48,2,32,-1,12,3,110,96,14,,
5010102993004,5010102993004,27,7,5,91,15,17,201,162,39,,
5010102993005,5010102993005,34,37,124,438,49,35,854,717,137,,
5010102993006,5010102993006,57,6,0,16,9,0,108,88,20,,
5010102993007,5010102993007,84,4,43,-7,29,0,195,153,42,,
5010102993008,5010102993008,309,40,51,271,101,4,808,776,32,,
5010102993009,5010102993009,64,19,5,164,52,22,339,326,13,,
5010102993010,5010102993010,7,19,57,143,57,20,381,303,78,,
5010102993011,5010102993011,32,2,7,10,2,4,64,57,7,,
5010103004001,5010103004001,327,80,138,27,65,40,746,677,69,,
5010103004002,5010103004002,509,64,6,175,15,36,844,805,39,,
5010103004003,5010103004003,283,83,170,325,21,25,998,907,91,,
5010103004004,5010103004004,147,58,308,131,27,1,672,672,0,,
5010103008001,5010103008001,138,42,103,281,58,50,699,672,27,,
5010103008002,5010103008002,82,9,21,48,31,21,268,212,56,,
5010203010001,5010203010001,296,48,36,183,39,11,734,613,121,,
5010203010002,5010203010002,5,18,6,106,12,7,168,154,14,,
5010203010003,5010203010003,3,0,6,6,0,1,20,16,4,,
5010203010004,5010203010004,1,0,0,22,0,0,23,23,0,,
5010203010005,5010203010005,43,8,20,23,11,10,135,115,20,,
5010203010006,5010203010006,179,26,19,47,42,5,355,318,37,,
5010203010007,5010203010007,67,9,2,17,18,5,124,118,6,,
5010203010008,5010203010008,79,1,66,22,11,3,196,182,14,,
5010203010009,5010203010009,264,63,174,42,79,19,813,641,172,,
5010203010010,5010203010010,80,29,152,120,11,17,443,409,34,,
5010203010011,5010203010011,118,12,31,45,32,26,312,264,48,,
5010203010012,5010203010012,339,54,132,-46,121,73,830,673,157,,
5010203010013,5010203010013,21,4,106,155,20,32,384,338,46,,
5010203010014,5010203010014,23,19,45,88,3,14,223,192,31,,
5010203010015,5010203010015,3,0,0,2,0,0,5,5,0,,
5010203010016,5010203010016,316,40,220,-125,79,5,588,535,53,,
5010203010017,5010203010017,7,1,8,12,0,2,30,30,0,,
5010203010018,5010203010018,17,12,56,133,40,17,332,275,57,,
5010203010019,5010203010019,99,12,9,75,28,9,249,232,17,,
5010203029001,5010203029001,198,37,61,143,39,65,674,543,131,,
5010203029002,5010203029002,176,70,218,94,137,14,868,709,159,,
5010203029003,5010203029003,218,85,23,346,40,55,958,767,191,,
5010203029004,5010203029004,389,96,215,-15,20,7,806,712,94,,
5010203029005,5010203029005,236,97,93,295,95,63,952,879,73,,
5010203029006,5010203029006,334,61,146,-59,79,21,681,582,99,,
5010203029007,5010203029007,7,1,15,19,2,2,55,46,9,,
5010203029008,5010203029008,19,9,14,57,3,3,105,105,0,,
5010203029009,5010203029009,179,64,132,144,112,78,809,709,100,,
5010203029010,5010203029010,81,17,21,20,9,9,174,157,17,,
5010203029011,5010203029011,155,19,236,235,35,29,732,709,23,,
5010203029012,5010203029012,23,4,0,12,0,4,45,43,2,,
5010203029013,5010203029013,327,45,134,191,60,12,930,769,161,,
5010303042001,5010303042001,53,3,82,173,54,1,418,366,52,,
5010303042002,5010303042002,7,34,179,460,13,0,835,693,142,,
5010303042003,5010303042003,32,9,35,145,3,10,237,234,3,,
5010303042004,5010303042004,61,4,53,19,31,11,214,179,35,,
5010303042005,5010303042005,185,58,158,36,54,57,648,548,100,,
5010303042006,5010303042006,51,5,57,21,14,14,186,162,24,,
5010303042007,5010303042007,149,7,25,95,47,38,423,361,62,,
5010303042008,5010303042008,73,95,27,517,148,18,952,878,74,,
5010303042009,5010303042009,4,1,5,11,4,1,29,26,3,,
5010403051001,5010403051001,22,1,17,244,27,35,401,346,55,,
5010403051002,5010403051002,413,0,181,22,0,36,835,652,183,,
5010403051003,5010403051003,55,7,10,34,14,8,146,128,18,,
5020103054001,5020103054001,364,73,122,30,82,39,738,710,28,,
5020103054002,5020103054002,63,1,181,138,70,43,518,496,22,,
5020103054003,5020103054003,280,0,5,292,5,26,743,608,135,,
5020103054004,5020103054004,329,79,237,-105,17,61,679,618,61,,
5020103054005,5020103054005,14,5,55,63,25,11,198,173,25,,
5020103054006,5020103054006,42,19,163,166,4,2,446,396,50,,
5020103054007,5020103054007,274,67,94,111,12,39,755,597,158,,
5020103054008,5020103054008,5,28,88,153,56,3,395,333,62,,
5020103054009,5020103054009,15,6,50,39,0,4,123,114,9,,
5020103054010,5020103054010,480,22,263,-44,133,14,989,868,121,,
5020103064001,5020103064001,86,3,15,190,53,17,413,364,49,,
5020103064002,5020103064002,30,0,25,-2,9,1,70,63,7,,
5020103064003,5020103064003,13,1,344,361,57,53,890,829,61,,
5020103064004,5020103064004,470,9,26,135,52,45,819,737,82,,
5020103064005,5020103064005,21,22,132,193,29,41,500,438,62,,
5020103064006,5020103064006,0,8,11,114,2,13,171,148,23,,
5020103064007,5020103064007,132,8,32,86,27,4,299,289,10,,
5020103064008,5020103064008,42,12,0,235,59,16,424,364,60,,
5020103064009,5020103064009,115,13,32,51,22,0,291,233,58,,
5020103064010,5020103064010,85,31,59,125,2,36,395,338,57,,
5020103064011,5020103064011,9,4,20,17,1,5,66,56,10,,
5020103064012,5020103064012,147,85,239,107,115,55,783,748,35,,
5020103064013,5020103064013,205,20,7,87,12,1,379,332,47,,
5020103064014,5020103064014,33,21,93,42,12,15,258,216,42,,
5020103064015,5020103064015,442,59,117,-26,2,24,752,618,134,,
5020103064016,5020103064016,91,9,2,27,5,14,166,148,18,,
5020203080001,5020203080001,85,8,64,57,46,29,331,289,42,,
5020203080002,5020203080002,365,65,42,113,127,68,853,780,73,,
5020203080003,5020203080003,1,3,43,63,1,5,130,116,14,,
5020203080004,5020203080004,1,25,66,92,17,13,227,214,13,,
5020203080005,5020203080005,442,34,30,87,151,91,952,835,117,,
5020203080006,5020203080006,178,56,143,56,40,19,609,492,117,,
5020203080007,5020203080007,8,6,2,38,0,4,60,58,2,,
5020203087001,5020203087001,476,104,269,-140,88,43,963,840,123,,
5020203087002,5020203087002,239,6,56,281,49,19,667,650,17,,
5020203087003,5020203087003,115,37,138,101,94,1,609,486,123,,
5020203087004,5020203087004,126,13,71,-1,14,2,275,225,50,,
5020203087005,5020203087005,54,49,115,263,40,15,550,536,14,,
5020203087006,5020203087006,325,94,26,297,15,27,798,784,14,,
5020203087007,5020203087007,395,22,123,86,78,54,912,758,154,,
5020203087008,5020203087008,133,64,270,289,84,1,978,841,137,,
5020203087009,5020203087009,31,2,25,3,5,3,77,69,8,,
5020203087010,5020203087010,186,31,107,-40,6,8,373,298,75,,
5020203097001,5020203097001,66,5,68,352,8,46,579,545,34,,
5020203097002,5020203097002,97,8,77,172,3,28,456,385,71,,
5020203097003,5020203097003,143,81,125,384,35,40,877,808,69,,
5020203097004,5020203097004,155,76,276,58,73,20,716,658,58,,
5020203097005,5020203097005,56,10,6,242,33,34,417,381,36,,
5020203097006,5020203097006,60,9,7,16,0,13,131,105,26,,
5020203097007,5020203097007,9,17,47,290,10,12,456,385,71,,
5020303104001,5020303104001,256,32,21,393,4,36,807,742,65,,
5020303104002,5020303104002,239,65,58,78,51,23,592,514,78,,
5020303104003,5020303104003,56,21,134,93,13,0,359,317,42,,
5020303104004,5020303104004,227,87,137,160,99,13,871,723,148,,
5020303104005,5020303104005,81,11,244,213,1,15,661,565,96,,
5020403109001,5020403109001,288,60,96,286,74,31,889,835,54,,
5020403109002,5020403109002,229,66,272,105,6,22,848,700,148,,
5020403111001,5020403111001,29,14,207,374,120,0,790,744,46,,
5020403111002,5020403111002,29,22,29,227,15,32,420,354,66,,
5020403111003,5020403111003,40,18,82,102,11,10,293,263,30,,
5020403111004,5020403111004,59,0,11,49,28,7,179,154,25,,
5020403111005,5020403111005,218,50,82,127,118,23,744,618,126,,
5020403111006,5020403111006,99,19,42,36,2,18,244,216,28,,
5020403111007,5020403111007,217,55,202,-30,69,4,548,517,31,,
5020403111008,5020403111008,179,111,325,135,41,82,940,873,67,,
5020403111009,5020403111009,404,95,217,-23,11,5,831,709,122,,
5020403111010,5020403111010,91,3,12,122,17,14,263,259,4,,
5020403111011,5020403111011,78,49,131,72,45,49,528,424,104,,
5020403111012,5020403111012,28,14,61,664,87,22,925,876,49,,
5020403111013,5020403111013,76,39,29,271,15,29,479,459,20,,
5020403111014,5020403111014,198,58,108,100,67,51,723,582,141,,
5020403111015,5020403111015,74,11,3,12,4,9,135,113,22,,
5020403111016,5020403111016,133,1,46,11,34,5,250,230,20,,
5020403127001,5020403127001,59,23,2,233,53,26,434,396,38,,
5020403127002,5020403127002,193,25,13,87,44,23,399,385,14,,
5020403127003,5020403127003,43,22,44,110,32,18,287,269,18,,
5020403127004,5020403127004,66,18,103,54,36,5,349,282,67,,
5020403127005,5020403127005,234,13,124,-29,32,34,498,408,90,,
5020403127006,5020403127006,108,37,146,13,58,10,419,372,47,,
5020403127007,5020403127007,152,7,156,19,14,20,385,368,17,Falta de datos de apertura o cierre: Omisión de la hora exacta de inicio o finalización de la jornada electoral en el acta.,FALTA_DATOS_APERTURA_CIERRE
5020403127008,5020403127008,56,2,43,-8,15,8,124,116,8,,
5020403127009,5020403127009,291,4,9,138,36,35,550,513,37,,
5020403127010,5020403127010,79,21,5,132,7,27,278,271,7,,
5020403127011,5020403127011,13,3,99,184,61,25,467,385,82,,
5030103138001,5030103138001,279,8,162,25,122,37,767,633,134,,
5030103138002,5030103138002,503,52,191,-62,74,27,965,785,180,,
5030103140001,5030103140001,315,5,19,129,93,19,586,580,6,,
5030103140002,5030103140002,214,29,116,-21,8,39,440,385,55,,
5030103140003,5030103140003,148,70,292,124,66,2,771,702,69,,
5030103140004,5030103140004,102,57,139,159,0,28,549,485,64,,
5030103140005,5030103140005,76,25,71,295,92,14,598,573,25,,
5030103140006,5030103140006,224,0,207,64,118,82,871,695,176,,
5030103140007,5030103140007,382,33,211,-51,76,7,750,658,92,,
5030103140008,5030103140008,40,20,117,144,1,13,355,335,20,,
5030103140009,5030103140009,107,16,8,142,23,15,334,311,23,,
5030103140010,5030103140010,190,23,151,-50,6,13,384,333,51,,
5030103140011,5030103140011,81,43,158,161,46,10,633,499,134,,
5030103140012,5030103140012,269,59,216,-69,40,34,684,549,135,,
5030103140013,5030103140013,20,12,34,22,9,11,127,108,19,,
5030103140014,5030103140014,96,22,23,114,28,10,368,293,75,,
5030103140015,5030103140015,37,53,96,193,84,56,568,519,49,,
5030103140016,5030103140016,97,28,273,260,72,26,759,756,3,,
5030103140017,5030103140017,147,18,11,72,10,24,282,282,0,,
5030103140018,5030103140018,60,41,30,314,29,21,542,495,47,,
5030103140019,5030103140019,242,72,345,113,23,56,873,851,22,,
5030103159001,5030103159001,95,9,25,4,9,19,202,161,41,,
5030103159002,5030103159002,35,27,51,263,17,42,440,435,5,,
5030103159003,5030103159003,22,25,290,328,31,7,818,703,115,,
5030103159004,5030103159004,79,10,62,230,44,6,432,431,1,,
5030103159005,5030103159005,2,0,4,11,0,0,19,17,2,,
5030103159006,5030103159006,179,20,53,135,45,5,556,437,119,,
5030103159007,5030103159007,158,49,110,431,91,18,925,857,68,,
5030103159008,5030103159008,58,11,17,20,9,9,140,124,16,,
5030103159009,5030103159009,352,69,180,-75,109,16,689,651,38,,
5030103159010,5030103159010,186,28,100,23,75,11,507,423,84,,
5030103159011,5030103159011,461,6,201,9,23,63,777,763,14,,
5030303170001,5030303170001,19,4,1,46,11,6,97,87,10,,
5030303170002,5030303170002,230,14,74,-6,46,41,487,399,88,,
5030303170003,5030303170003,70,3,14,29,0,8,126,124,2,,
5030303170004,5030303170004,233,2,133,51,38,10,524,467,57,,
5030303170005,5030303170005,248,25,22,136,64,51,553,546,7,,
5030303170006,5030303170006,11,2,7,5,3,0,33,28,5,,
5030303170007,5030303170007,94,39,102,128,47,0,511,410,101,,
5030303170008,5030303170008,245,14,124,83,89,62,681,617,64,,
5030303170009,5030303170009,49,19,14,144,21,30,316,277,39,,
5030303170010,5030303170010,152,23,110,-11,6,16,329,296,33,,
5030303170011,5030303170011,129,41,60,62,54,3,350,349,1,,
5030303170012,5030303170012,134,1,28,42,1,22,278,228,50,,
5030303170013,5030303170013,45,14,110,317,83,26,747,595,152,,
5030303170014,5030303170014,43,4,1,52,17,2,128,119,9,,
5030303170015,5030303170015,48,0,27,39,0,10,144,124,20,,
5030303170016,5030303170016,110,17,182,118,4,44,523,475,48,,
5040103186001,5040103186001,159,7,75,31,14,2,302,288,14,,
5040103186002,5040103186002,173,73,82,193,103,39,747,663,84,,
5040103186003,5040103186003,83,14,14,15,23,17,178,166,12,,
5040103186004,5040103186004,371,5,215,38,66,36,752,731,21,,
5040103186005,5040103186005,33,3,10,9,9,2,71,66,5,,
5040103186006,5040103186006,294,7,21,80,62,20,594,484,110,,
5040103192001,5040103192001,143,15,97,59,19,3,424,336,88,,
5040103193001,5040103193001,67,7,1,48,14,2,147,139,8,,
5040103194001,5040103194001,192,9,12,104,15,44,446,376,70,,
5040103194002,5040103194002,54,21,41,41,34,0,218,191,27,,
5040103194003,5040103194003,402,14,168,79,33,27,765,723,42,,
5040103194004,5040103194004,61,41,309,231,116,83,848,841,7,,
5040103194005,5040103194005,114,7,124,354,5,14,722,618,104,,
5040103194006,5040103194006,59,14,233,262,75,14,750,657,93,,
5040103194007,5040103194007,80,29,85,62,13,0,292,269,23,,
5040103194008,5040103194008,216,33,27,211,41,5,590,533,57,,
5040103194009,5040103194009,83,14,90,227,94,31,681,539,142,,
5040203203001,5040203203001,142,6,192,221,31,51,672,643,29,,
5040203203002,5040203203002,86,9,26,22,24,16,205,183,22,,
5040203203003,5040203203003,74,1,32,0,8,5,127,120,7,,
5040203203004,5040203203004,106,25,19,154,18,17,368,339,29,,
5040203203005,5040203203005,270,50,195,-105,50,33,497,493,4,,
5040303208001,5040303208001,100,21,86,129,21,6,364,363,1,,
5040303208002,5040303208002,222,3,140,245,8,47,850,665,185,,
5040303208003,5040303208003,12,0,14,32,2,0,71,60,11,,
5040303208004,5040303208004,72,71,219,200,24,36,778,622,156,,
5040303208005,5040303208005,173,19,48,208,93,74,774,615,159,,
5040303208006,5040303208006,229,45,109,45,15,42,597,485,112,,
5040303208007,5040303208007,267,26,78,2,24,6,413,403,10,,
5040303208008,5040303208008,303,26,121,-44,86,63,691,555,136,,
5040303208009,5040303208009,1,42,8,407,59,12,644,529,115,,
5040303208010,5040303208010,260,17,74,374,59,6,807,790,17,,
5040303208011,5040303208011,450,15,265,-22,109,69,925,886,39,,
5040303208012,5040303208012,535,78,205,-79,50,32,846,821,25,,
5040303208013,5040303208013,19,0,12,36,2,2,73,71,2,,
5040303221001,5040303221001,129,41,53,98,10,31,405,362,43,,
5040303221002,5040303221002,263,45,24,254,96,12,732,694,38,,
5040303221003,5040303221003,70,35,159,118,93,46,598,521,77,,
5040303221004,5040303221004,107,64,28,401,90,10,724,700,24,,
5040303221005,5040303221005,78,56,203,244,36,77,789,694,95,,
5040303221006,5040303221006,299,27,132,52,52,1,690,563,127,,
5040303221007,5040303221007,461,56,50,131,61,58,955,817,138,,
5040303221008,5040303221008,99,12,78,54,50,31,350,324,26,,
5040303221009,5040303221009,295,37,160,109,102,56,911,759,152,,
5040303221010,5040303221010,12,5,22,36,10,8,117,93,24,,
5040303221011,5040303221011,56,6,18,30,7,10,137,127,10,,
5040403232001,5040403232001,132,28,29,31,43,17,336,280,56,,
5040403232002,5040403232002,85,2,149,169,86,57,574,548,26,,
5040403232003,5040403232003,56,4,121,67,48,20,349,316,33,,
5040403232004,5040403232004,261,8,278,105,76,70,907,798,109,,
5040403232005,5040403232005,209,3,113,-17,18,35,409,361,48,,
5040403232006,5040403232006,147,70,95,159,2,26,566,499,67,,
5040403232007,5040403232007,19,12,22,122,32,3,245,210,35,,
5040403232008,5040403232008,71,3,55,-5,21,2,166,147,19,,
5040403232009,5040403232009,138,97,279,148,53,6,774,721,53,,
5040403232010,5040403232010,313,39,163,-57,91,55,626,604,22,,
5040403232011,5040403232011,2,0,0,13,0,1,16,16,0,,
5040403232012,5040403232012,83,20,188,425,80,84,912,880,32,,
5040403232013,5040403232013,92,15,0,28,0,8,143,143,0,,
5040403232014,5040403232014,248,40,171,-64,31,27,555,453,102,,
5040403232015,5040403232015,140,38,152,297,48,64,791,739,52,,
5040403247001,5040403247001,109,91,342,144,121,50,940,857,83,,
5040403247002,5040403247002,36,3,50,119,15,24,251,247,4,,
5040403247003,5040403247003,15,44,110,171,71,37,513,448,65,,
5040403247004,5040403247004,55,4,43,29,34,17,218,182,36,,
5040403247005,5040403247005,144,8,75,45,23,17,323,312,11,,
5040403247006,5040403247006,137,53,96,104,0,41,486,431,55,,
5040403247007,5040403247007,103,6,97,145,42,10,473,403,70,,
5040403247008,5040403247008,7,3,22,64,22,14,152,132,20,,
