CodigoTerritorial,Departamento,Provincia,Municipio,CodigoRecinto,RecintoNombre,RecintoDireccion,NumMesas,CodigoActa,NroMesa,VotantesHabilitados,PapeletasAnfora,PapeltasNoUtilizadas,P1,P2,P3,P4,VotosValidos,VotosBlancos,VotosNulos,Observaciones,,AperturaHora,AperturaMinutos,CierreHora,CierreMinutos
40103.0,Oruro,Cercado,El Choro,4010302516.0,Unidad Educativa Kewioal,Qhewioal,9.0,4010302516009.0,9.0,649.0,579.0,70.0,70.0,14.0,6.0,417.0,507.0,67.0,5.0,,,8.0,0.0,16.0,48.0
40201.0,Oruro,Abaroa,Challapata,4020102525.0,Nucleo Escolar Simon Bolivar (Thiomoko),Cleomedes blanco y Atacama,3.0,4020102525001.0,1.0,51.0,49.0,2.0,5.0,9.0,18.0,10.0,42.0,3.0,4.0,,,8.0,3.0,16.0,32.0
40201.0,Oruro,Abaroa,Challapata,4020102525.0,Nucleo Escolar Simon Bolivar (Thiomoko),Cleomedes blanco y Atacama,3.0,4020102525002.0,2.0,71.0,63.0,8.0,6.0,4.0,1.0,44.0,55.0,6.0,2.0,,,8.0,4.0,16.0,43.0
40201.0,Oruro,Abaroa,Challapata,4020102525.0,Nucleo Escolar Simon Bolivar (Thiomoko),Cleomedes blanco y Atacama,3.0,4020102525003.0,3.0,823.0,820.0,3.0,97.0,95.0,143.0,461.0,796.0,5.0,19.0,,,8.0,0.0,16.0,44.0
40201.0,Oruro,Abaroa,Challapata,4020102528.0,U.E. Lacolaconi,Lacolaconi,17.0,4020102528001.0,1.0,474.0,403.0,71.0,7.0,79.0,141.0,108.0,335.0,50.0,18.0,,,8.0,2.0,16.0,8.0
40201.0,Oruro,Abaroa,Challapata,4020102528.0,U.E. Lacolaconi,Lacolaconi,17.0,4020102528002.0,2.0,589.0,538.0,51.0,51.0,12.0,89.0,269.0,421.0,93.0,24.0,,,8.0,4.0,16.0,16.0
40201.0,Oruro,Abaroa,Challapata,4020102528.0,U.E. Lacolaconi,Lacolaconi,17.0,4020102528003.0,3.0,810.0,662.0,148.0,54.0,103.0,116.0,301.0,574.0,20.0,68.0,,,8.0,2.0,16.0,48.0
40201.0,Oruro,Abaroa,Challapata,4020102528.0,U.E. Lacolaconi,Lacolaconi,17.0,4020102528004.0,4.0,165.0,154.0,11.0,12.0,15.0,3.0,90.0,120.0,24.0,10.0,,,8.0,1.0,16.0,6.0
40201.0,Oruro,Abaroa,Challapata,4020102528.0,U.E. Lacolaconi,Lacolaconi,17.0,4020102528005.0,5.0,747.0,746.0,1.0,56.0,65.0,217.0,353.0,691.0,36.0,19.0,,,8.0,4.0,16.0,10.0
40201.0,Oruro,Abaroa,Challapata,4020102528.0,U.E. Lacolaconi,Lacolaconi,17.0,4020102528006.0,6.0,404.0,382.0,22.0,2.0,76.0,59.0,207.0,344.0,20.0,18.0,,,8.0,3.0,16.0,42.0
40201.0,Oruro,Abaroa,Challapata,4020102528.0,U.E. Lacolaconi,Lacolaconi,17.0,4020102528007.0,7.0,716.0,688.0,28.0,73.0,39.0,231.0,264.0,607.0,35.0,46.0,,,8.0,4.0,16.0,41.0
40201.0,Oruro,Abaroa,Challapata,4020102528.0,U.E. Lacolaconi,Lacolaconi,17.0,4020102528008.0,8.0,102.0,88.0,14.0,9.0,2.0,32.0,33.0,76.0,6.0,6.0,,,8.0,3.0,16.0,58.0
40201.0,Oruro,Abaroa,Challapata,4020102528.0,U.E. Lacolaconi,Lacolaconi,17.0,4020102528009.0,9.0,6.0,6.0,0.0,0.0,1.0,2.0,3.0,6.0,0.0,0.0,,,8.0,3.0,16.0,30.0
40201.0,Oruro,Abaroa,Challapata,4020102528.0,U.E. Lacolaconi,Lacolaconi,17.0,4020102528010.0,10.0,247.0,230.0,17.0,27.0,20.0,5.0,131.0,183.0,36.0,11.0,,,8.0,4.0,16.0,20.0
40201.0,Oruro,Abaroa,Challapata,4020102528.0,U.E. Lacolaconi,Lacolaconi,17.0,4020102528011.0,11.0,382.0,357.0,25.0,12.0,44.0,93.0,169.0,318.0,21.0,18.0,,,8.0,0.0,16.0,33.0
40201.0,Oruro,Abaroa,Challapata,4020102528.0,U.E. Lacolaconi,Lacolaconi,17.0,4020102528012.0,12.0,878.0,794.0,84.0,7.0,92.0,217.0,331.0,647.0,85.0,62.0,,,8.0,1.0,16.0,29.0
40201.0,Oruro,Abaroa,Challapata,4020102528.0,U.E. Lacolaconi,Lacolaconi,17.0,4020102528013.0,13.0,60.0,56.0,4.0,5.0,5.0,4.0,34.0,48.0,3.0,5.0,,,8.0,3.0,16.0,14.0
40201.0,Oruro,Abaroa,Challapata,4020102528.0,U.E. Lacolaconi,Lacolaconi,17.0,4020102528014.0,14.0,648.0,588.0,60.0,33.0,88.0,28.0,294.0,443.0,95.0,50.0,,,8.0,2.0,16.0,6.0
40201.0,Oruro,Abaroa,Challapata,4020102528.0,U.E. Lacolaconi,Lacolaconi,17.0,4020102528015.0,15.0,5.0,5.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,,,8.0,4.0,16.0,22.0
40201.0,Oruro,Abaroa,Challapata,4020102528.0,U.E. Lacolaconi,Lacolaconi,17.0,4020102528016.0,16.0,564.0,540.0,24.0,4.0,45.0,174.0,277.0,500.0,38.0,2.0,,,8.0,1.0,16.0,16.0
40201.0,Oruro,Abaroa,Challapata,4020102528.0,U.E. Lacolaconi,Lacolaconi,17.0,4020102528017.0,17.0,472.0,454.0,18.0,54.0,81.0,44.0,242.0,421.0,22.0,11.0,,,8.0,0.0,16.0,36.0
40202.0,Oruro,Abaroa,Quillacas,4020202545.0,U.E. Jose Nabo Quintana Navia,Calle Cochabamba frente a la capilla Virgen de Guadalupe,6.0,4020202545001.0,1.0,75.0,71.0,4.0,3.0,8.0,10.0,38.0,59.0,7.0,5.0,,,8.0,3.0,16.0,58.0
40202.0,Oruro,Abaroa,Quillacas,4020202545.0,U.E. Jose Nabo Quintana Navia,Calle Cochabamba frente a la capilla Virgen de Guadalupe,6.0,4020202545002.0,2.0,128.0,121.0,7.0,12.0,13.0,38.0,29.0,92.0,19.0,10.0,,,8.0,1.0,16.0,57.0
40202.0,Oruro,Abaroa,Quillacas,4020202545.0,U.E. Jose Nabo Quintana Navia,Calle Cochabamba frente a la capilla Virgen de Guadalupe,6.0,4020202545003.0,3.0,45.0,36.0,9.0,0.0,6.0,0.0,22.0,28.0,5.0,3.0,,,8.0,1.0,16.0,37.0
40202.0,Oruro,Abaroa,Quillacas,4020202545.0,U.E. Jose Nabo Quintana Navia,Calle Cochabamba frente a la capilla Virgen de Guadalupe,6.0,4020202545004.0,4.0,188.0,154.0,34.0,10.0,31.0,23.0,80.0,144.0,7.0,3.0,,,8.0,4.0,16.0,8.0
40202.0,Oruro,Abaroa,Quillacas,4020202545.0,U.E. Jose Nabo Quintana Navia,Calle Cochabamba frente a la capilla Virgen de Guadalupe,6.0,4020202545005.0,5.0,921.0,844.0,77.0,37.0,162.0,277.0,298.0,774.0,68.0,2.0,,,8.0,3.0,16.0,46.0
40202.0,Oruro,Abaroa,Quillacas,4020202545.0,U.E. Jose Nabo Quintana Navia,Calle Cochabamba frente a la capilla Virgen de Guadalupe,6.0,4020202545006.0,6.0,820.0,705.0,115.0,53.0,122.0,168.0,161.0,504.0,124.0,77.0,,,9.0,4.0,16.0,40.0
40301.0,Oruro,Carangas,Corque,4030102551.0,U.E. El Paso A,Zona Central El Paso,7.0,4030102551001.0,1.0,604.0,584.0,20.0,11.0,91.0,104.0,344.0,550.0,3.0,31.0,,,8.0,1.0,16.0,21.0
40301.0,Oruro,Carangas,Corque,4030102551.0,U.E. El Paso A,Zona Central El Paso,7.0,4030102551002.0,2.0,741.0,685.0,56.0,77.0,72.0,209.0,201.0,559.0,97.0,29.0,,,8.0,1.0,16.0,34.0
40301.0,Oruro,Carangas,Corque,4030102551.0,U.E. El Paso A,Zona Central El Paso,7.0,4030102551003.0,3.0,582.0,459.0,123.0,39.0,44.0,57.0,225.0,365.0,69.0,25.0,,,8.0,3.0,16.0,21.0
40301.0,Oruro,Carangas,Corque,4030102551.0,U.E. El Paso A,Zona Central El Paso,7.0,4030102551004.0,4.0,150.0,150.0,0.0,14.0,28.0,1.0,95.0,138.0,0.0,12.0,,,8.0,4.0,16.0,40.0
40301.0,Oruro,Carangas,Corque,4030102551.0,U.E. El Paso A,Zona Central El Paso,7.0,4030102551005.0,5.0,560.0,551.0,9.0,50.0,104.0,68.0,249.0,471.0,79.0,1.0,,,8.0,0.0,16.0,14.0
40301.0,Oruro,Carangas,Corque,4030102551.0,U.E. El Paso A,Zona Central El Paso,7.0,4030102551006.0,6.0,728.0,714.0,14.0,15.0,126.0,295.0,248.0,684.0,14.0,16.0,,,8.0,3.0,16.0,11.0
40301.0,Oruro,Carangas,Corque,4030102551.0,U.E. El Paso A,Zona Central El Paso,7.0,4030102551007.0,7.0,556.0,496.0,60.0,41.0,32.0,137.0,197.0,407.0,66.0,23.0,,,8.0,3.0,16.0,31.0
40301.0,Oruro,Carangas,Corque,4030102558.0,Colegio La Salle,Junon y Mayor Rocha,19.0,4030102558001.0,1.0,901.0,721.0,180.0,67.0,129.0,179.0,194.0,569.0,92.0,60.0,,,8.0,3.0,16.0,13.0
40301.0,Oruro,Carangas,Corque,4030102558.0,Colegio La Salle,Junon y Mayor Rocha,19.0,4030102558002.0,2.0,910.0,734.0,176.0,73.0,85.0,42.0,348.0,548.0,122.0,64.0,,,8.0,4.0,16.0,2.0
40301.0,Oruro,Carangas,Corque,4030102558.0,Colegio La Salle,Junon y Mayor Rocha,19.0,4030102558003.0,3.0,96.0,96.0,0.0,6.0,4.0,34.0,48.0,92.0,3.0,1.0,,,8.0,2.0,16.0,35.0
40301.0,Oruro,Carangas,Corque,4030102558.0,Colegio La Salle,Junon y Mayor Rocha,19.0,4030102558004.0,4.0,808.0,634.0,174.0,42.0,62.0,212.0,236.0,552.0,82.0,0.0,,,8.0,3.0,16.0,28.0
40301.0,Oruro,Carangas,Corque,4030102558.0,Colegio La Salle,Junon y Mayor Rocha,19.0,4030102558005.0,5.0,518.0,483.0,35.0,39.0,60.0,147.0,144.0,390.0,56.0,37.0,,,8.0,2.0,16.0,4.0
40301.0,Oruro,Carangas,Corque,4030102558.0,Colegio La Salle,Junon y Mayor Rocha,19.0,4030102558006.0,6.0,628.0,623.0,5.0,0.0,12.0,192.0,353.0,557.0,8.0,58.0,,,8.0,1.0,16.0,50.0
40301.0,Oruro,Carangas,Corque,4030102558.0,Colegio La Salle,Junon y Mayor Rocha,19.0,4030102558007.0,7.0,456.0,445.0,11.0,35.0,47.0,13.0,282.0,377.0,62.0,6.0,,,8.0,3.0,16.0,1.0
40301.0,Oruro,Carangas,Corque,4030102558.0,Colegio La Salle,Junon y Mayor Rocha,19.0,4030102558008.0,8.0,861.0,856.0,5.0,118.0,156.0,50.0,467.0,791.0,41.0,24.0,,,8.0,4.0,16.0,21.0
40301.0,Oruro,Carangas,Corque,4030102558.0,Colegio La Salle,Junon y Mayor Rocha,19.0,4030102558009.0,9.0,826.0,745.0,81.0,50.0,130.0,12.0,406.0,598.0,126.0,21.0,,,8.0,1.0,16.0,52.0
40301.0,Oruro,Carangas,Corque,4030102558.0,Colegio La Salle,Junon y Mayor Rocha,19.0,4030102558010.0,10.0,640.0,519.0,121.0,46.0,100.0,53.0,252.0,451.0,51.0,17.0,,,8.0,0.0,16.0,9.0
40301.0,Oruro,Carangas,Corque,4030102558.0,Colegio La Salle,Junon y Mayor Rocha,19.0,4030102558011.0,11.0,28.0,23.0,5.0,2.0,2.0,9.0,9.0,22.0,0.0,1.0,,,8.0,0.0,16.0,15.0
40301.0,Oruro,Carangas,Corque,4030102558.0,Colegio La Salle,Junon y Mayor Rocha,19.0,4030102558012.0,12.0,733.0,730.0,3.0,73.0,130.0,232.0,186.0,621.0,47.0,62.0,,,8.0,0.0,16.0,22.0
40301.0,Oruro,Carangas,Corque,4030102558.0,Colegio La Salle,Junon y Mayor Rocha,19.0,4030102558013.0,13.0,571.0,463.0,108.0,10.0,72.0,69.0,202.0,353.0,70.0,40.0,,,8.0,1.0,16.0,48.0
40301.0,Oruro,Carangas,Corque,4030102558.0,Colegio La Salle,Junon y Mayor Rocha,19.0,4030102558014.0,14.0,383.0,346.0,37.0,36.0,27.0,9.0,222.0,294.0,51.0,1.0,,,8.0,2.0,16.0,52.0
40301.0,Oruro,Carangas,Corque,4030102558.0,Colegio La Salle,Junon y Mayor Rocha,19.0,4030102558015.0,15.0,563.0,521.0,42.0,11.0,48.0,53.0,291.0,403.0,74.0,44.0,,,8.0,3.0,16.0,48.0
40301.0,Oruro,Carangas,Corque,4030102558.0,Colegio La Salle,Junon y Mayor Rocha,19.0,4030102558016.0,16.0,163.0,137.0,26.0,9.0,5.0,27.0,61.0,102.0,20.0,15.0,,,8.0,2.0,16.0,38.0
40301.0,Oruro,Carangas,Corque,4030102558.0,Colegio La Salle,Junon y Mayor Rocha,19.0,4030102558017.0,17.0,336.0,307.0,29.0,19.0,43.0,32.0,202.0,296.0,7.0,4.0,,,8.0,1.0,16.0,53.0
40301.0,Oruro,Carangas,Corque,4030102558.0,Colegio La Salle,Junon y Mayor Rocha,19.0,4030102558018.0,18.0,107.0,91.0,16.0,10.0,10.0,11.0,48.0,79.0,10.0,2.0,,,8.0,2.0,16.0,44.0
40301.0,Oruro,Carangas,Corque,4030102558.0,Colegio La Salle,Junon y Mayor Rocha,19.0,4030102558019.0,19.0,655.0,649.0,6.0,0.0,75.0,118.0,331.0,524.0,66.0,59.0,,,8.0,4.0,16.0,27.0
40301.0,Oruro,Carangas,Corque,4030102577.0,U.E. Prof. Jaime Alfonso Escalante Gutierrez,Barrio Magisterio Las Delicias,6.0,4030102577001.0,1.0,414.0,386.0,28.0,43.0,63.0,69.0,128.0,303.0,62.0,21.0,,,8.0,3.0,16.0,6.0
40301.0,Oruro,Carangas,Corque,4030102577.0,U.E. Prof. Jaime Alfonso Escalante Gutierrez,Barrio Magisterio Las Delicias,6.0,4030102577002.0,2.0,930.0,742.0,188.0,9.0,89.0,108.0,394.0,600.0,82.0,60.0,,,8.0,3.0,16.0,17.0
40301.0,Oruro,Carangas,Corque,4030102577.0,U.E. Prof. Jaime Alfonso Escalante Gutierrez,Barrio Magisterio Las Delicias,6.0,4030102577003.0,3.0,813.0,787.0,26.0,49.0,135.0,232.0,250.0,666.0,94.0,27.0,,,8.0,1.0,16.0,24.0
40301.0,Oruro,Carangas,Corque,4030102577.0,U.E. Prof. Jaime Alfonso Escalante Gutierrez,Barrio Magisterio Las Delicias,6.0,4030102577004.0,4.0,324.0,280.0,44.0,31.0,5.0,54.0,157.0,247.0,14.0,19.0,,,8.0,2.0,16.0,48.0
40301.0,Oruro,Carangas,Corque,4030102577.0,U.E. Prof. Jaime Alfonso Escalante Gutierrez,Barrio Magisterio Las Delicias,6.0,4030102577005.0,5.0,180.0,167.0,13.0,2.0,18.0,55.0,60.0,135.0,22.0,10.0,,,8.0,2.0,16.0,9.0
40301.0,Oruro,Carangas,Corque,4030102577.0,U.E. Prof. Jaime Alfonso Escalante Gutierrez,Barrio Magisterio Las Delicias,6.0,4030102577006.0,6.0,218.0,177.0,41.0,0.0,35.0,59.0,51.0,145.0,20.0,12.0,,,8.0,2.0,16.0,50.0
40302.0,Oruro,Carangas,Choquecota,4030202583.0,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18.0,4030202583001.0,1.0,365.0,359.0,6.0,10.0,27.0,28.0,279.0,344.0,12.0,3.0,,,8.0,0.0,16.0,58.0
40302.0,Oruro,Carangas,Choquecota,4030202583.0,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18.0,4030202583002.0,2.0,402.0,351.0,51.0,36.0,70.0,2.0,210.0,318.0,7.0,26.0,,,8.0,0.0,16.0,7.0
40302.0,Oruro,Carangas,Choquecota,4030202583.0,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18.0,4030202583003.0,3.0,235.0,196.0,39.0,0.0,22.0,12.0,112.0,146.0,35.0,15.0,,,8.0,2.0,16.0,34.0
40302.0,Oruro,Carangas,Choquecota,4030202583.0,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18.0,4030202583004.0,4.0,283.0,240.0,43.0,19.0,10.0,31.0,125.0,185.0,41.0,14.0,,,8.0,3.0,16.0,12.0
40302.0,Oruro,Carangas,Choquecota,4030202583.0,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18.0,4030202583005.0,5.0,962.0,911.0,51.0,49.0,122.0,224.0,477.0,872.0,4.0,35.0,,,8.0,0.0,16.0,43.0
40302.0,Oruro,Carangas,Choquecota,4030202583.0,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18.0,4030202583006.0,6.0,993.0,883.0,110.0,39.0,171.0,225.0,410.0,845.0,12.0,26.0,,,8.0,2.0,16.0,0.0
40302.0,Oruro,Carangas,Choquecota,4030202583.0,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18.0,4030202583007.0,7.0,661.0,527.0,134.0,36.0,18.0,91.0,319.0,464.0,37.0,26.0,,,8.0,3.0,16.0,54.0
40302.0,Oruro,Carangas,Choquecota,4030202583.0,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18.0,4030202583008.0,8.0,433.0,339.0,94.0,2.0,7.0,37.0,210.0,256.0,45.0,38.0,,,8.0,3.0,16.0,39.0
40302.0,Oruro,Carangas,Choquecota,4030202583.0,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18.0,4030202583009.0,9.0,358.0,296.0,62.0,18.0,58.0,100.0,69.0,245.0,50.0,1.0,,,8.0,2.0,16.0,29.0
40302.0,Oruro,Carangas,Choquecota,4030202583.0,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18.0,4030202583010.0,10.0,982.0,977.0,5.0,85.0,53.0,156.0,616.0,910.0,57.0,10.0,,,8.0,0.0,16.0,9.0
40302.0,Oruro,Carangas,Choquecota,4030202583.0,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18.0,4030202583011.0,11.0,492.0,399.0,93.0,41.0,42.0,126.0,125.0,334.0,59.0,6.0,,,8.0,0.0,16.0,14.0
40302.0,Oruro,Carangas,Choquecota,4030202583.0,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18.0,4030202583012.0,12.0,32.0,26.0,6.0,0.0,1.0,1.0,19.0,21.0,4.0,1.0,,,8.0,0.0,16.0,7.0
40302.0,Oruro,Carangas,Choquecota,4030202583.0,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18.0,4030202583013.0,13.0,636.0,511.0,125.0,42.0,36.0,1.0,293.0,372.0,79.0,60.0,,,8.0,1.0,16.0,18.0
40302.0,Oruro,Carangas,Choquecota,4030202583.0,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18.0,4030202583014.0,14.0,843.0,673.0,170.0,13.0,100.0,2.0,489.0,604.0,69.0,0.0,,,8.0,4.0,16.0,42.0
40302.0,Oruro,Carangas,Choquecota,4030202583.0,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18.0,4030202583015.0,15.0,28.0,27.0,1.0,1.0,1.0,7.0,15.0,24.0,1.0,2.0,,,8.0,1.0,16.0,20.0
40302.0,Oruro,Carangas,Choquecota,4030202583.0,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18.0,4030202583016.0,16.0,817.0,678.0,139.0,85.0,10.0,154.0,363.0,612.0,15.0,51.0,,,8.0,4.0,16.0,1.0
40302.0,Oruro,Carangas,Choquecota,4030202583.0,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18.0,4030202583017.0,17.0,250.0,210.0,40.0,17.0,0.0,68.0,91.0,176.0,30.0,4.0,,,8.0,4.0,16.0,55.0
40302.0,Oruro,Carangas,Choquecota,4030202583.0,Nucleo Escolar Beta Raqay Pampa,Raqay Pampa,18.0,4030202583018.0,18.0,44.0,39.0,5.0,1.0,2.0,10.0,21.0,34.0,5.0,0.0,,,8.0,2.0,16.0,31.0
40401.0,Oruro,Sajama,Curahuara de Carangas,4040102601.0,Centro de Atencion Al Turista,Incallajta,18.0,4040102601001.0,1.0,533.0,434.0,99.0,29.0,46.0,112.0,205.0,392.0,35.0,7.0,,,8.0,1.0,16.0,27.0
40401.0,Oruro,Sajama,Curahuara de Carangas,4040102601.0,Centro de Atencion Al Turista,Incallajta,18.0,4040102601002.0,2.0,563.0,557.0,6.0,61.0,52.0,138.0,276.0,527.0,13.0,17.0,,,8.0,4.0,16.0,5.0
40401.0,Oruro,Sajama,Curahuara de Carangas,4040102601.0,Centro de Atencion Al Turista,Incallajta,18.0,4040102601003.0,3.0,601.0,568.0,33.0,31.0,19.0,97.0,382.0,529.0,17.0,22.0,,,8.0,0.0,16.0,19.0
40401.0,Oruro,Sajama,Curahuara de Carangas,4040102601.0,Centro de Atencion Al Turista,Incallajta,18.0,4040102601004.0,4.0,583.0,545.0,38.0,20.0,56.0,54.0,303.0,433.0,84.0,28.0,,,8.0,3.0,16.0,18.0
40401.0,Oruro,Sajama,Curahuara de Carangas,4040102601.0,Centro de Atencion Al Turista,Incallajta,18.0,4040102601005.0,5.0,82.0,81.0,1.0,2.0,9.0,13.0,44.0,68.0,10.0,3.0,,,8.0,2.0,16.0,11.0
40401.0,Oruro,Sajama,Curahuara de Carangas,4040102601.0,Centro de Atencion Al Turista,Incallajta,18.0,4040102601006.0,6.0,309.0,244.0,65.0,5.0,18.0,46.0,133.0,202.0,42.0,0.0,,,8.0,3.0,16.0,27.0
40401.0,Oruro,Sajama,Curahuara de Carangas,4040102601.0,Centro de Atencion Al Turista,Incallajta,18.0,4040102601007.0,7.0,279.0,244.0,35.0,30.0,8.0,27.0,143.0,208.0,23.0,13.0,,,8.0,2.0,16.0,9.0
40401.0,Oruro,Sajama,Curahuara de Carangas,4040102601.0,Centro de Atencion Al Turista,Incallajta,18.0,4040102601008.0,8.0,765.0,676.0,89.0,50.0,42.0,103.0,401.0,596.0,49.0,31.0,,,8.0,4.0,16.0,29.0
40401.0,Oruro,Sajama,Curahuara de Carangas,4040102601.0,Centro de Atencion Al Turista,Incallajta,18.0,4040102601009.0,9.0,973.0,932.0,41.0,14.0,141.0,257.0,374.0,786.0,131.0,15.0,,,8.0,1.0,16.0,59.0
40401.0,Oruro,Sajama,Curahuara de Carangas,4040102601.0,Centro de Atencion Al Turista,Incallajta,18.0,4040102601010.0,10.0,765.0,605.0,160.0,57.0,30.0,46.0,323.0,456.0,122.0,27.0,,,8.0,0.0,16.0,4.0
40401.0,Oruro,Sajama,Curahuara de Carangas,4040102601.0,Centro de Atencion Al Turista,Incallajta,18.0,4040102601011.0,11.0,624.0,607.0,17.0,23.0,59.0,35.0,448.0,565.0,3.0,39.0,,,8.0,0.0,17.0,37.0
40401.0,Oruro,Sajama,Curahuara de Carangas,4040102601.0,Centro de Atencion Al Turista,Incallajta,18.0,4040102601012.0,12.0,926.0,891.0,35.0,93.0,146.0,307.0,209.0,755.0,95.0,41.0,,,8.0,3.0,16.0,1.0
40401.0,Oruro,Sajama,Curahuara de Carangas,4040102601.0,Centro de Atencion Al Turista,Incallajta,18.0,4040102601013.0,13.0,234.0,197.0,37.0,16.0,26.0,72.0,57.0,171.0,5.0,21.0,,,8.0,4.0,16.0,39.0
40401.0,Oruro,Sajama,Curahuara de Carangas,4040102601.0,Centro de Atencion Al Turista,Incallajta,18.0,4040102601014.0,14.0,16.0,13.0,3.0,1.0,1.0,2.0,8.0,12.0,1.0,0.0,,,8.0,4.0,16.0,46.0
40401.0,Oruro,Sajama,Curahuara de Carangas,4040102601.0,Centro de Atencion Al Turista,Incallajta,18.0,4040102601015.0,15.0,396.0,340.0,56.0,36.0,8.0,98.0,123.0,265.0,50.0,25.0,,,8.0,1.0,16.0,6.0
40401.0,Oruro,Sajama,Curahuara de Carangas,4040102601.0,Centro de Atencion Al Turista,Incallajta,18.0,4040102601016.0,16.0,218.0,211.0,7.0,25.0,27.0,69.0,58.0,179.0,14.0,18.0,,,8.0,2.0,16.0,22.0
40401.0,Oruro,Sajama,Curahuara de Carangas,4040102601.0,Centro de Atencion Al Turista,Incallajta,18.0,4040102601017.0,17.0,226.0,221.0,5.0,14.0,20.0,66.0,89.0,189.0,32.0,0.0,,,8.0,1.0,16.0,22.0
40401.0,Oruro,Sajama,Curahuara de Carangas,4040102601.0,Centro de Atencion Al Turista,Incallajta,18.0,4040102601018.0,18.0,266.0,244.0,22.0,18.0,33.0,22.0,153.0,226.0,2.0,16.0,,,8.0,3.0,16.0,23.0
40401.0,Oruro,Sajama,Curahuara de Carangas,4040102619.0,Unidad Educativa Libertad,C/ Porvenir y C/ Mejillones,7.0,4040102619001.0,1.0,825.0,821.0,4.0,85.0,27.0,92.0,411.0,615.0,131.0,75.0,,,8.0,0.0,16.0,21.0
40401.0,Oruro,Sajama,Curahuara de Carangas,4040102619.0,Unidad Educativa Libertad,C/ Porvenir y C/ Mejillones,7.0,4040102619002.0,2.0,456.0,445.0,11.0,27.0,9.0,99.0,261.0,396.0,14.0,35.0,,,8.0,0.0,16.0,30.0
40401.0,Oruro,Sajama,Curahuara de Carangas,4040102619.0,Unidad Educativa Libertad,C/ Porvenir y C/ Mejillones,7.0,4040102619003.0,3.0,182.0,153.0,29.0,9.0,15.0,49.0,71.0,144.0,0.0,9.0,,,8.0,1.0,16.0,22.0
40401.0,Oruro,Sajama,Curahuara de Carangas,4040102619.0,Unidad Educativa Libertad,C/ Porvenir y C/ Mejillones,7.0,4040102619004.0,4.0,935.0,909.0,26.0,9.0,85.0,145.0,535.0,774.0,131.0,4.0,,,8.0,4.0,16.0,8.0
40401.0,Oruro,Sajama,Curahuara de Carangas,4040102619.0,Unidad Educativa Libertad,C/ Porvenir y C/ Mejillones,7.0,4040102619005.0,5.0,360.0,315.0,45.0,5.0,37.0,129.0,118.0,289.0,26.0,0.0,,,8.0,4.0,16.0,52.0
40401.0,Oruro,Sajama,Curahuara de Carangas,4040102619.0,Unidad Educativa Libertad,C/ Porvenir y C/ Mejillones,7.0,4040102619006.0,6.0,285.0,252.0,33.0,8.0,3.0,73.0,160.0,244.0,0.0,8.0,,,8.0,1.0,16.0,32.0
40401.0,Oruro,Sajama,Curahuara de Carangas,4040102619.0,Unidad Educativa Libertad,C/ Porvenir y C/ Mejillones,7.0,4040102619007.0,7.0,326.0,310.0,16.0,33.0,57.0,89.0,88.0,267.0,22.0,21.0,,,8.0,4.0,16.0,44.0
40401.0,Oruro,Sajama,Curahuara de Carangas,4040102626.0,U.E. 14 de Septiembre,Villa 14 de Septiembre,14.0,4040102626001.0,1.0,56.0,45.0,11.0,5.0,9.0,9.0,15.0,38.0,6.0,1.0,,,8.0,3.0,16.0,19.0
40401.0,Oruro,Sajama,Curahuara de Carangas,4040102626.0,U.E. 14 de Septiembre,Villa 14 de Septiembre,14.0,4040102626002.0,2.0,243.0,215.0,28.0,0.0,9.0,46.0,134.0,189.0,23.0,3.0,,,8.0,0.0,16.0,23.0
40401.0,Oruro,Sajama,Curahuara de Carangas,4040102626.0,U.E. 14 de Septiembre,Villa 14 de Septiembre,14.0,4040102626003.0,3.0,918.0,900.0,18.0,44.0,58.0,318.0,436.0,856.0,39.0,5.0,,,8.0,3.0,16.0,2.0
40401.0,Oruro,Sajama,Curahuara de Carangas,4040102626.0,U.E. 14 de Septiembre,Villa 14 de Septiembre,14.0,4040102626004.0,4.0,317.0,251.0,66.0,15.0,10.0,17.0,187.0,229.0,14.0,8.0,,,8.0,1.0,16.0,32.0
