CodigoRecinto,CodigoActa,NroMesa,VotantesHabilitados
4070102727.0,4070102727003.0,3.0,126.0
4070102727.0,4070102727004.0,4.0,891.0
4070102727.0,4070102727005.0,5.0,442.0
4070102727.0,4070102727006.0,6.0,830.0
4070102727.0,4070102727007.0,7.0,573.0
4070102727.0,4070102727008.0,8.0,754.0
4070102727.0,4070102727009.0,9.0,531.0
4070102727.0,4070102727010.0,10.0,647.0
4070102727.0,4070102727011.0,11.0,848.0
4080102738.0,4080102738001.0,1.0,54.0
4080102738.0,4080102738002.0,2.0,722.0
4080102738.0,4080102738003.0,3.0,452.0
4080102738.0,4080102738004.0,4.0,988.0
4080102738.0,4080102738005.0,5.0,765.0
4080102738.0,4080102738006.0,6.0,256.0
4080102738.0,4080102738007.0,7.0,138.0
4080102738.0,4080102738008.0,8.0,971.0
4080102738.0,4080102738009.0,9.0,81.0
4080102738.0,4080102738010.0,10.0,498.0
4080102738.0,4080102738011.0,11.0,656.0
4080202749.0,4080202749001.0,1.0,847.0
4080202749.0,4080202749002.0,2.0,199.0
4080202749.0,4080202749003.0,3.0,987.0
4080202749.0,4080202749004.0,4.0,877.0
4080202749.0,4080202749005.0,5.0,676.0
4080202749.0,4080202749006.0,6.0,630.0
4080202749.0,4080202749007.0,7.0,298.0
4080202749.0,4080202749008.0,8.0,168.0
4080202749.0,4080202749009.0,9.0,911.0
4080202749.0,4080202749010.0,10.0,715.0
4080202749.0,4080202749011.0,11.0,861.0
4080202749.0,4080202749012.0,12.0,908.0
4080202749.0,4080202749013.0,13.0,416.0
4080202749.0,4080202749014.0,14.0,679.0
4080202749.0,4080202749015.0,15.0,317.0
4090102764.0,4090102764001.0,1.0,546.0
4090102764.0,4090102764002.0,2.0,677.0
4090102764.0,4090102764003.0,3.0,963.0
4090102764.0,4090102764004.0,4.0,334.0
4090102764.0,4090102764005.0,5.0,316.0
4090102764.0,4090102764006.0,6.0,769.0
4090102764.0,4090102764007.0,7.0,394.0
4090102764.0,4090102764008.0,8.0,436.0
4090102764.0,4090102764009.0,9.0,334.0
4090102764.0,4090102764010.0,10.0,364.0
4090102764.0,4090102764011.0,11.0,922.0
4090102764.0,4090102764012.0,12.0,8.0
4090102764.0,4090102764013.0,13.0,443.0
4090102764.0,4090102764014.0,14.0,514.0
4090102764.0,4090102764015.0,15.0,916.0
4090102764.0,4090102764016.0,16.0,511.0
4090202780.0,4090202780001.0,1.0,169.0
4090202780.0,4090202780002.0,2.0,765.0
4090202780.0,4090202780003.0,3.0,222.0
4090202780.0,4090202780004.0,4.0,653.0
4090202780.0,4090202780005.0,5.0,951.0
4090202780.0,4090202780006.0,6.0,506.0
4090202780.0,4090202780007.0,7.0,747.0
4090202780.0,4090202780008.0,8.0,895.0
4090202780.0,4090202780009.0,9.0,775.0
4090202780.0,4090202780010.0,10.0,789.0
4090202780.0,4090202780011.0,11.0,511.0
4090202780.0,4090202780012.0,12.0,32.0
4090202780.0,4090202780013.0,13.0,13.0
4090202793.0,4090202793001.0,1.0,898.0
4090202793.0,4090202793002.0,2.0,410.0
4090202793.0,4090202793003.0,3.0,109.0
4090202793.0,4090202793004.0,4.0,679.0
4090202793.0,4090202793005.0,5.0,164.0
4090202793.0,4090202793006.0,6.0,147.0
4090202793.0,4090202793007.0,7.0,833.0
4090202793.0,4090202793008.0,8.0,118.0
4090202793.0,4090202793009.0,9.0,913.0
4090202793.0,4090202793010.0,10.0,99.0
4090202793.0,4090202793011.0,11.0,659.0
4090202793.0,4090202793012.0,12.0,597.0
4090202793.0,4090202793013.0,13.0,846.0
4090202793.0,4090202793014.0,14.0,293.0
4090202793.0,4090202793015.0,15.0,864.0
4090202793.0,4090202793016.0,16.0,572.0
4090202793.0,4090202793017.0,17.0,463.0
4090202793.0,4090202793018.0,18.0,540.0
4090202793.0,4090202793019.0,19.0,75.0
4090302812.0,4090302812001.0,1.0,738.0
4090302812.0,4090302812002.0,2.0,702.0
4090302812.0,4090302812003.0,3.0,295.0
4090302812.0,4090302812004.0,4.0,750.0
4090302812.0,4090302812005.0,5.0,664.0
4090302812.0,4090302812006.0,6.0,26.0
4090302812.0,4090302812007.0,7.0,862.0
4090302812.0,4090302812008.0,8.0,878.0
4090302812.0,4090302812009.0,9.0,73.0
4090302812.0,4090302812010.0,10.0,161.0
4090302812.0,4090302812011.0,11.0,237.0
4090302812.0,4090302812012.0,12.0,246.0
4090302812.0,4090302812013.0,13.0,363.0
4090302812.0,4090302812014.0,14.0,301.0
4090302812.0,4090302812015.0,15.0,637.0
4090302812.0,4090302812016.0,16.0,397.0
4090302812.0,4090302812017.0,17.0,672.0
4090302812.0,4090302812018.0,18.0,986.0
4090302812.0,4090302812019.0,19.0,339.0
4090302812.0,4090302812020.0,20.0,995.0
4110102832.0,4110102832001.0,1.0,900.0
4110102832.0,4110102832002.0,2.0,290.0
4110102832.0,4110102832003.0,3.0,836.0
4110102832.0,4110102832004.0,4.0,673.0
4110102832.0,4110102832005.0,5.0,339.0
4110102832.0,4110102832006.0,6.0,96.0
4110102832.0,4110102832007.0,7.0,303.0
4110102832.0,4110102832008.0,8.0,692.0
4110102832.0,4110102832009.0,9.0,312.0
4110102832.0,4110102832010.0,10.0,556.0
4110102832.0,4110102832011.0,11.0,726.0
4110102832.0,4110102832012.0,12.0,89.0
4110102832.0,4110102832013.0,13.0,798.0
4110102832.0,4110102832014.0,14.0,115.0
4110102832.0,4110102832015.0,15.0,320.0
4110102832.0,4110102832016.0,16.0,537.0
4110102832.0,4110102832017.0,17.0,115.0
4110102832.0,4110102832018.0,18.0,313.0
4110102832.0,4110102832019.0,19.0,674.0
4110102832.0,4110102832020.0,20.0,367.0
4110102852.0,4110102852001.0,1.0,330.0
4110102852.0,4110102852002.0,2.0,29.0
4110102852.0,4110102852003.0,3.0,243.0
4110102852.0,4110102852004.0,4.0,96.0
4110102852.0,4110102852005.0,5.0,943.0
4110102852.0,4110102852006.0,6.0,643.0
4110102852.0,4110102852007.0,7.0,555.0
4110102852.0,4110102852008.0,8.0,572.0
4110102852.0,4110102852009.0,9.0,907.0
4110102852.0,4110102852010.0,10.0,477.0
4110102852.0,4110102852011.0,11.0,857.0
4110102852.0,4110102852012.0,12.0,784.0
4110102852.0,4110102852013.0,13.0,506.0
4110102852.0,4110102852014.0,14.0,194.0
4110102852.0,4110102852015.0,15.0,312.0
4120102867.0,4120102867001.0,1.0,894.0
4120102867.0,4120102867002.0,2.0,176.0
4120102867.0,4120102867003.0,3.0,290.0
4120102867.0,4120102867004.0,4.0,817.0
4120102867.0,4120102867005.0,5.0,562.0
4120102867.0,4120102867006.0,6.0,748.0
4120102867.0,4120102867007.0,7.0,618.0
4120102867.0,4120102867008.0,8.0,792.0
4120102867.0,4120102867009.0,9.0,224.0
4120102867.0,4120102867010.0,10.0,653.0
4120102867.0,4120102867011.0,11.0,37.0
4120102867.0,4120102867012.0,12.0,769.0
4120202879.0,4120202879001.0,1.0,668.0
4120202879.0,4120202879002.0,2.0,632.0
4120202879.0,4120202879003.0,3.0,613.0
4120202879.0,4120202879004.0,4.0,857.0
4120202879.0,4120202879005.0,5.0,605.0
4120202879.0,4120202879006.0,6.0,794.0
4130102885.0,4130102885001.0,1.0,863.0
4130102885.0,4130102885002.0,2.0,781.0
4130102885.0,4130102885003.0,3.0,831.0
4130102885.0,4130102885004.0,4.0,200.0
4130102885.0,4130102885005.0,5.0,413.0
4130102885.0,4130102885006.0,6.0,110.0
4130102885.0,4130102885007.0,7.0,175.0
4130102885.0,4130102885008.0,8.0,566.0
4130102885.0,4130102885009.0,9.0,182.0
4130102885.0,4130102885010.0,10.0,164.0
4130102885.0,4130102885011.0,11.0,580.0
4130102885.0,4130102885012.0,12.0,324.0
4130102885.0,4130102885013.0,13.0,87.0
4140102898.0,4140102898001.0,1.0,501.0
4140102898.0,4140102898002.0,2.0,796.0
4140102898.0,4140102898003.0,3.0,413.0
4140102898.0,4140102898004.0,4.0,905.0
4140102898.0,4140102898005.0,5.0,156.0
4140102898.0,4140102898006.0,6.0,67.0
4140102898.0,4140102898007.0,7.0,62.0
4140102898.0,4140102898008.0,8.0,635.0
4140102898.0,4140102898009.0,9.0,757.0
4140102898.0,4140102898010.0,10.0,77.0
4140102898.0,4140102898011.0,11.0,862.0
4140102909.0,4140102909001.0,1.0,70.0
4140102909.0,4140102909002.0,2.0,57.0
4140102909.0,4140102909003.0,3.0,30.0
4140102909.0,4140102909004.0,4.0,786.0
4140102909.0,4140102909005.0,5.0,235.0
4140102909.0,4140102909006.0,6.0,846.0
4140102909.0,4140102909007.0,7.0,339.0
4140102909.0,4140102909008.0,8.0,127.0
4140102909.0,4140102909009.0,9.0,422.0
4140102909.0,4140102909010.0,10.0,654.0
4140102909.0,4140102909011.0,11.0,253.0
4140102909.0,4140102909012.0,12.0,98.0
4140102909.0,4140102909013.0,13.0,318.0
4140102909.0,4140102909014.0,14.0,408.0
4140102909.0,4140102909015.0,15.0,732.0
4140102909.0,4140102909016.0,16.0,645.0
4140102909.0,4140102909017.0,17.0,989.0
4140102909.0,4140102909018.0,18.0,411.0
4140102909.0,4140102909019.0,19.0,183.0
4140102928.0,4140102928001.0,1.0,330.0
4140102928.0,4140102928002.0,2.0,966.0
4140102928.0,4140102928003.0,3.0,82.0
4140102928.0,4140102928004.0,4.0,646.0
4140102928.0,4140102928005.0,5.0,358.0
4140102928.0,4140102928006.0,6.0,366.0
4140102928.0,4140102928007.0,7.0,267.0
4140102928.0,4140102928008.0,8.0,297.0
4140102928.0,4140102928009.0,9.0,828.0
4140102928.0,4140102928010.0,10.0,445.0
4140102928.0,4140102928011.0,11.0,274.0
4140102928.0,4140102928012.0,12.0,574.0
4140102928.0,4140102928013.0,13.0,7.0
4140102928.0,4140102928014.0,14.0,209.0
4140102928.0,4140102928015.0,15.0,605.0
4140102928.0,4140102928016.0,16.0,418.0
4140102928.0,4140102928017.0,17.0,860.0
4150102945.0,4150102945001.0,1.0,128.0
4150102945.0,4150102945002.0,2.0,53.0
4150102945.0,4150102945003.0,3.0,481.0
4150102945.0,4150102945004.0,4.0,515.0
4150102945.0,4150102945005.0,5.0,541.0
4150102945.0,4150102945006.0,6.0,546.0
4150102945.0,4150102945007.0,7.0,966.0
4150102945.0,4150102945008.0,8.0,562.0
4150102945.0,4150102945009.0,9.0,892.0
4150102945.0,4150102945010.0,10.0,317.0
4150102945.0,4150102945011.0,11.0,460.0
4150102956.0,4150102956001.0,1.0,533.0
4150102956.0,4150102956002.0,2.0,129.0
4150102956.0,4150102956003.0,3.0,24.0
4150102956.0,4150102956004.0,4.0,623.0
4150102956.0,4150102956005.0,5.0,6.0
4150102956.0,4150102956006.0,6.0,542.0
4150102956.0,4150102956007.0,7.0,428.0
4150102956.0,4150102956008.0,8.0,961.0
4150102956.0,4150102956009.0,9.0,765.0
4150102956.0,4150102956010.0,10.0,723.0
4150102956.0,4150102956011.0,11.0,135.0
4150102956.0,4150102956012.0,12.0,62.0
4150102956.0,4150102956013.0,13.0,539.0
4150102956.0,4150102956014.0,14.0,522.0
4150102956.0,4150102956015.0,15.0,758.0
4150102956.0,4150102956016.0,16.0,789.0
4150202972.0,4150202972001.0,1.0,716.0
4150202972.0,4150202972002.0,2.0,878.0
4150202972.0,4150202972003.0,3.0,600.0
4150202972.0,4150202972004.0,4.0,529.0
4150202972.0,4150202972005.0,5.0,334.0
4150202972.0,4150202972006.0,6.0,319.0
4150202972.0,4150202972007.0,7.0,333.0
4150202972.0,4150202972008.0,8.0,611.0
4150202972.0,4150202972009.0,9.0,134.0
4150202972.0,4150202972010.0,10.0,376.0
4150302982.0,4150302982001.0,1.0,995.0
4150302982.0,4150302982002.0,2.0,427.0
4150302982.0,4150302982003.0,3.0,396.0
4150302985.0,4150302985001.0,1.0,878.0
4150302985.0,4150302985002.0,2.0,456.0
4150302985.0,4150302985003.0,3.0,394.0
4150302985.0,4150302985004.0,4.0,359.0
4150302985.0,4150302985005.0,5.0,186.0
4150302985.0,4150302985006.0,6.0,404.0
4150302985.0,4150302985007.0,7.0,534.0
4150302985.0,4150302985008.0,8.0,94.0
5010102993.0,5010102993001.0,1.0,261.0
5010102993.0,5010102993002.0,2.0,573.0
5010102993.0,5010102993003.0,3.0,110.0
5010102993.0,5010102993004.0,4.0,201.0
5010102993.0,5010102993005.0,5.0,854.0
5010102993.0,5010102993006.0,6.0,108.0
5010102993.0,5010102993007.0,7.0,195.0
5010102993.0,5010102993008.0,8.0,808.0
5010102993.0,5010102993009.0,9.0,339.0
5010102993.0,5010102993010.0,10.0,381.0
5010102993.0,5010102993011.0,11.0,64.0
5010103004.0,5010103004001.0,1.0,746.0
5010103004.0,5010103004002.0,2.0,844.0
5010103004.0,5010103004003.0,3.0,998.0
5010103004.0,5010103004004.0,4.0,672.0
5010103008.0,5010103008001.0,1.0,699.0
5010103008.0,5010103008002.0,2.0,268.0
5010203010.0,5010203010001.0,1.0,734.0
5010203010.0,5010203010002.0,2.0,168.0
5010203010.0,5010203010003.0,3.0,20.0
5010203010.0,5010203010004.0,4.0,23.0
5010203010.0,5010203010005.0,5.0,135.0
5010203010.0,5010203010006.0,6.0,355.0
5010203010.0,5010203010007.0,7.0,124.0
5010203010.0,5010203010008.0,8.0,196.0
5010203010.0,5010203010009.0,9.0,813.0
5010203010.0,5010203010010.0,10.0,443.0
5010203010.0,5010203010011.0,11.0,312.0
5010203010.0,5010203010012.0,12.0,830.0
5010203010.0,5010203010013.0,13.0,384.0
5010203010.0,5010203010014.0,14.0,223.0
5010203010.0,5010203010015.0,15.0,5.0
5010203010.0,5010203010016.0,16.0,588.0
5010203010.0,5010203010017.0,17.0,30.0
5010203010.0,5010203010018.0,18.0,332.0
5010203010.0,5010203010019.0,19.0,249.0
5010203029.0,5010203029001.0,1.0,674.0
5010203029.0,5010203029002.0,2.0,868.0
5010203029.0,5010203029003.0,3.0,958.0
5010203029.0,5010203029004.0,4.0,806.0
5010203029.0,5010203029005.0,5.0,952.0
5010203029.0,5010203029006.0,6.0,681.0
5010203029.0,5010203029007.0,7.0,55.0
5010203029.0,5010203029008.0,8.0,105.0
5010203029.0,5010203029009.0,9.0,809.0
5010203029.0,5010203029010.0,10.0,174.0
5010203029.0,5010203029011.0,11.0,732.0
5010203029.0,5010203029012.0,12.0,45.0
5010203029.0,5010203029013.0,13.0,930.0
5010303042.0,5010303042001.0,1.0,418.0
5010303042.0,5010303042002.0,2.0,835.0
5010303042.0,5010303042003.0,3.0,237.0
5010303042.0,5010303042004.0,4.0,214.0
5010303042.0,5010303042005.0,5.0,648.0
5010303042.0,5010303042006.0,6.0,186.0
5010303042.0,5010303042007.0,7.0,423.0
5010303042.0,5010303042008.0,8.0,952.0
5010303042.0,5010303042009.0,9.0,29.0
5010403051.0,5010403051001.0,1.0,401.0
5010403051.0,5010403051002.0,2.0,835.0
5010403051.0,5010403051003.0,3.0,146.0
5020103054.0,5020103054001.0,1.0,738.0
5020103054.0,5020103054002.0,2.0,518.0
5020103054.0,5020103054003.0,3.0,743.0
5020103054.0,5020103054004.0,4.0,679.0
5020103054.0,5020103054005.0,5.0,198.0
5020103054.0,5020103054006.0,6.0,446.0
5020103054.0,5020103054007.0,7.0,755.0
5020103054.0,5020103054008.0,8.0,395.0
5020103054.0,5020103054009.0,9.0,123.0
5020103054.0,5020103054010.0,10.0,989.0
5020103064.0,5020103064001.0,1.0,413.0
5020103064.0,5020103064002.0,2.0,70.0
5020103064.0,5020103064003.0,3.0,890.0
5020103064.0,5020103064004.0,4.0,819.0
5020103064.0,5020103064005.0,5.0,500.0
5020103064.0,5020103064006.0,6.0,171.0
5020103064.0,5020103064007.0,7.0,299.0
5020103064.0,5020103064008.0,8.0,424.0
5020103064.0,5020103064009.0,9.0,291.0
5020103064.0,5020103064010.0,10.0,395.0
5020103064.0,5020103064011.0,11.0,66.0
5020103064.0,5020103064012.0,12.0,783.0
5020103064.0,5020103064013.0,13.0,379.0
5020103064.0,5020103064014.0,14.0,258.0
5020103064.0,5020103064015.0,15.0,752.0
5020103064.0,5020103064016.0,16.0,166.0
5020203080.0,5020203080001.0,1.0,331.0
5020203080.0,5020203080002.0,2.0,853.0
5020203080.0,5020203080003.0,3.0,130.0
5020203080.0,5020203080004.0,4.0,227.0
5020203080.0,5020203080005.0,5.0,952.0
5020203080.0,5020203080006.0,6.0,609.0
5020203080.0,5020203080007.0,7.0,60.0
5020203087.0,5020203087001.0,1.0,963.0
5020203087.0,5020203087002.0,2.0,667.0
5020203087.0,5020203087003.0,3.0,609.0
5020203087.0,5020203087004.0,4.0,275.0
5020203087.0,5020203087005.0,5.0,550.0
5020203087.0,5020203087006.0,6.0,798.0
5020203087.0,5020203087007.0,7.0,912.0
5020203087.0,5020203087008.0,8.0,978.0
5020203087.0,5020203087009.0,9.0,77.0
5020203087.0,5020203087010.0,10.0,373.0
5020203097.0,5020203097001.0,1.0,579.0
5020203097.0,5020203097002.0,2.0,456.0
5020203097.0,5020203097003.0,3.0,877.0
5020203097.0,5020203097004.0,4.0,716.0
5020203097.0,5020203097005.0,5.0,417.0
5020203097.0,5020203097006.0,6.0,131.0
5020203097.0,5020203097007.0,7.0,456.0
5020303104.0,5020303104001.0,1.0,807.0
5020303104.0,5020303104002.0,2.0,592.0
5020303104.0,5020303104003.0,3.0,359.0
5020303104.0,5020303104004.0,4.0,871.0
5020303104.0,5020303104005.0,5.0,661.0
5020403109.0,5020403109001.0,1.0,889.0
5020403109.0,5020403109002.0,2.0,848.0
5020403111.0,5020403111001.0,1.0,790.0
5020403111.0,5020403111002.0,2.0,420.0
5020403111.0,5020403111003.0,3.0,293.0
5020403111.0,5020403111004.0,4.0,179.0
5020403111.0,5020403111005.0,5.0,744.0
5020403111.0,5020403111006.0,6.0,244.0
5020403111.0,5020403111007.0,7.0,548.0
5020403111.0,5020403111008.0,8.0,940.0
5020403111.0,5020403111009.0,9.0,831.0
5020403111.0,5020403111010.0,10.0,263.0
5020403111.0,5020403111011.0,11.0,528.0
5020403111.0,5020403111012.0,12.0,925.0
5020403111.0,5020403111013.0,13.0,479.0
5020403111.0,5020403111014.0,14.0,723.0
5020403111.0,5020403111015.0,15.0,135.0
5020403111.0,5020403111016.0,16.0,250.0
5020403127.0,5020403127001.0,1.0,434.0
5020403127.0,5020403127002.0,2.0,399.0
5020403127.0,5020403127003.0,3.0,287.0
5020403127.0,5020403127004.0,4.0,349.0
5020403127.0,5020403127005.0,5.0,498.0
5020403127.0,5020403127006.0,6.0,419.0
5020403127.0,5020403127007.0,7.0,385.0
5020403127.0,5020403127008.0,8.0,124.0
5020403127.0,5020403127009.0,9.0,550.0
5020403127.0,5020403127010.0,10.0,278.0
5020403127.0,5020403127011.0,11.0,467.0
5030103138.0,5030103138001.0,1.0,767.0
5030103138.0,5030103138002.0,2.0,965.0
5030103140.0,5030103140001.0,1.0,586.0
5030103140.0,5030103140002.0,2.0,440.0
5030103140.0,5030103140003.0,3.0,771.0
5030103140.0,5030103140004.0,4.0,549.0
5030103140.0,5030103140005.0,5.0,598.0
5030103140.0,5030103140006.0,6.0,871.0
5030103140.0,5030103140007.0,7.0,750.0
5030103140.0,5030103140008.0,8.0,355.0
5030103140.0,5030103140009.0,9.0,334.0
5030103140.0,5030103140010.0,10.0,384.0
5030103140.0,5030103140011.0,11.0,633.0
5030103140.0,5030103140012.0,12.0,684.0
5030103140.0,5030103140013.0,13.0,127.0
5030103140.0,5030103140014.0,14.0,368.0
5030103140.0,5030103140015.0,15.0,568.0
5030103140.0,5030103140016.0,16.0,759.0
5030103140.0,5030103140017.0,17.0,282.0
5030103140.0,5030103140018.0,18.0,542.0
5030103140.0,5030103140019.0,19.0,873.0
5030103159.0,5030103159001.0,1.0,202.0
5030103159.0,5030103159002.0,2.0,440.0
5030103159.0,5030103159003.0,3.0,818.0
5030103159.0,5030103159004.0,4.0,432.0
5030103159.0,5030103159005.0,5.0,19.0
5030103159.0,5030103159006.0,6.0,556.0
5030103159.0,5030103159007.0,7.0,925.0
5030103159.0,5030103159008.0,8.0,140.0
5030103159.0,5030103159009.0,9.0,689.0
5030103159.0,5030103159010.0,10.0,507.0
5030103159.0,5030103159011.0,11.0,777.0
5030303170.0,5030303170001.0,1.0,97.0
5030303170.0,5030303170002.0,2.0,487.0
5030303170.0,5030303170003.0,3.0,126.0
5030303170.0,5030303170004.0,4.0,524.0
5030303170.0,5030303170005.0,5.0,553.0
5030303170.0,5030303170006.0,6.0,33.0
5030303170.0,5030303170007.0,7.0,511.0
5030303170.0,5030303170008.0,8.0,681.0
5030303170.0,5030303170009.0,9.0,316.0
5030303170.0,5030303170010.0,10.0,329.0
5030303170.0,5030303170011.0,11.0,350.0
5030303170.0,5030303170012.0,12.0,278.0
5030303170.0,5030303170013.0,13.0,747.0
5030303170.0,5030303170014.0,14.0,128.0
5030303170.0,5030303170015.0,15.0,144.0
5030303170.0,5030303170016.0,16.0,523.0
5040103186.0,5040103186001.0,1.0,302.0
5040103186.0,5040103186002.0,2.0,747.0
5040103186.0,5040103186003.0,3.0,178.0
5040103186.0,5040103186004.0,4.0,752.0
5040103186.0,5040103186005.0,5.0,71.0
5040103186.0,5040103186006.0,6.0,594.0
5040103192.0,5040103192001.0,1.0,424.0
5040103193.0,5040103193001.0,1.0,147.0
5040103194.0,5040103194001.0,1.0,446.0
5040103194.0,5040103194002.0,2.0,218.0
5040103194.0,5040103194003.0,3.0,765.0
5040103194.0,5040103194004.0,4.0,848.0
5040103194.0,5040103194005.0,5.0,722.0
5040103194.0,5040103194006.0,6.0,750.0
5040103194.0,5040103194007.0,7.0,292.0
5040103194.0,5040103194008.0,8.0,590.0
5040103194.0,5040103194009.0,9.0,681.0
5040203203.0,5040203203001.0,1.0,672.0
5040203203.0,5040203203002.0,2.0,205.0
5040203203.0,5040203203003.0,3.0,127.0
5040203203.0,5040203203004.0,4.0,368.0
5040203203.0,5040203203005.0,5.0,497.0
5040303208.0,5040303208001.0,1.0,364.0
5040303208.0,5040303208002.0,2.0,850.0
5040303208.0,5040303208003.0,3.0,71.0
5040303208.0,5040303208004.0,4.0,778.0
5040303208.0,5040303208005.0,5.0,774.0
5040303208.0,5040303208006.0,6.0,597.0
5040303208.0,5040303208007.0,7.0,413.0
5040303208.0,5040303208008.0,8.0,691.0
5040303208.0,5040303208009.0,9.0,644.0
5040303208.0,5040303208010.0,10.0,807.0
5040303208.0,5040303208011.0,11.0,925.0
5040303208.0,5040303208012.0,12.0,846.0
5040303208.0,5040303208013.0,13.0,73.0
5040303221.0,5040303221001.0,1.0,405.0
5040303221.0,5040303221002.0,2.0,732.0
5040303221.0,5040303221003.0,3.0,598.0
5040303221.0,5040303221004.0,4.0,724.0
5040303221.0,5040303221005.0,5.0,789.0
5040303221.0,5040303221006.0,6.0,690.0
5040303221.0,5040303221007.0,7.0,955.0
5040303221.0,5040303221008.0,8.0,350.0
5040303221.0,5040303221009.0,9.0,911.0
5040303221.0,5040303221010.0,10.0,117.0
5040303221.0,5040303221011.0,11.0,137.0
5040403232.0,5040403232001.0,1.0,336.0
5040403232.0,5040403232002.0,2.0,574.0
5040403232.0,5040403232003.0,3.0,349.0
5040403232.0,5040403232004.0,4.0,907.0
5040403232.0,5040403232005.0,5.0,409.0
5040403232.0,5040403232006.0,6.0,566.0
5040403232.0,5040403232007.0,7.0,245.0
5040403232.0,5040403232008.0,8.0,166.0
5040403232.0,5040403232009.0,9.0,774.0
5040403232.0,5040403232010.0,10.0,626.0
5040403232.0,5040403232011.0,11.0,16.0
5040403232.0,5040403232012.0,12.0,912.0
5040403232.0,5040403232013.0,13.0,143.0
5040403232.0,5040403232014.0,14.0,555.0
5040403232.0,5040403232015.0,15.0,791.0
5040403247.0,5040403247001.0,1.0,940.0
5040403247.0,5040403247002.0,2.0,251.0
5040403247.0,5040403247003.0,3.0,513.0
5040403247.0,5040403247004.0,4.0,218.0
5040403247.0,5040403247005.0,5.0,323.0
5040403247.0,5040403247006.0,6.0,486.0
5040403247.0,5040403247007.0,7.0,473.0
5040403247.0,5040403247008.0,8.0,152.0
5040403247.0,5040403247009.0,9.0,626.0
5040403247.0,5040403247010.0,10.0,662.0
5040403247.0,5040403247011.0,11.0,275.0
5040403247.0,5040403247012.0,12.0,153.0
5040403247.0,5040403247013.0,13.0,578.0
5040503260.0,5040503260001.0,1.0,817.0
5040503260.0,5040503260002.0,2.0,778.0
5040503260.0,5040503260003.0,3.0,476.0
5040503263.0,5040503263001.0,1.0,774.0
5040503263.0,5040503263002.0,2.0,595.0
5040503263.0,5040503263003.0,3.0,449.0
5040503263.0,5040503263004.0,4.0,123.0
5040503263.0,5040503263005.0,5.0,661.0
5040503263.0,5040503263006.0,6.0,155.0
5040503263.0,5040503263007.0,7.0,768.0
5040503263.0,5040503263008.0,8.0,96.0
5040503263.0,5040503263009.0,9.0,391.0
5040503263.0,5040503263010.0,10.0,390.0
5040503263.0,5040503263011.0,11.0,743.0
5040503263.0,5040503263012.0,12.0,382.0
5040503263.0,5040503263013.0,13.0,332.0
5040503263.0,5040503263014.0,14.0,264.0
5040503263.0,5040503263015.0,15.0,608.0
5040503263.0,5040503263016.0,16.0,286.0
5040503263.0,5040503263017.0,17.0,418.0
5040503263.0,5040503263018.0,18.0,77.0
5040503263.0,5040503263019.0,19.0,47.0
5040503263.0,5040503263020.0,20.0,541.0
5040503283.0,5040503283001.0,1.0,529.0
5040503283.0,5040503283002.0,2.0,485.0
5040503283.0,5040503283003.0,3.0,889.0
5040503283.0,5040503283004.0,4.0,877.0
5040503283.0,5040503283005.0,5.0,649.0
5040503283.0,5040503283006.0,6.0,273.0
5040503283.0,5040503283007.0,7.0,30.0
5040503283.0,5040503283008.0,8.0,159.0
5040503283.0,5040503283009.0,9.0,334.0
5040503283.0,5040503283010.0,10.0,562.0
5040503283.0,5040503283011.0,11.0,617.0
5040503283.0,5040503283012.0,12.0,922.0
5040503283.0,5040503283013.0,13.0,220.0
5040503283.0,5040503283014.0,14.0,784.0
5050203297.0,5050203297001.0,1.0,649.0
5050203297.0,5050203297002.0,2.0,502.0
5050203297.0,5050203297003.0,3.0,214.0
5050203297.0,5050203297004.0,4.0,620.0
5050203297.0,5050203297005.0,5.0,921.0
5050203297.0,5050203297006.0,6.0,620.0
5050203297.0,5050203297007.0,7.0,948.0
5050203297.0,5050203297008.0,8.0,225.0
5050203297.0,5050203297009.0,9.0,423.0
5050203297.0,5050203297010.0,10.0,826.0
5050203297.0,5050203297011.0,11.0,414.0
5050203297.0,5050203297012.0,12.0,386.0
5050203297.0,5050203297013.0,13.0,823.0
5050203297.0,5050203297014.0,14.0,870.0
5050203297.0,5050203297015.0,15.0,72.0
5050203297.0,5050203297016.0,16.0,714.0
5050203297.0,5050203297017.0,17.0,946.0
5050203314.0,5050203314001.0,1.0,395.0
5050203314.0,5050203314002.0,2.0,634.0
5050203314.0,5050203314003.0,3.0,90.0
5050203314.0,5050203314004.0,4.0,390.0
5050203314.0,5050203314005.0,5.0,498.0
5050203314.0,5050203314006.0,6.0,426.0
5050203314.0,5050203314007.0,7.0,963.0
5050203314.0,5050203314008.0,8.0,945.0
5050203314.0,5050203314009.0,9.0,988.0
5050203314.0,5050203314010.0,10.0,375.0
5050203314.0,5050203314011.0,11.0,17.0
5050203314.0,5050203314012.0,12.0,299.0
5050203314.0,5050203314013.0,13.0,355.0
5050203314.0,5050203314014.0,14.0,534.0
5050203314.0,5050203314015.0,15.0,347.0
5070203329.0,5070203329001.0,1.0,613.0
5070203329.0,5070203329002.0,2.0,316.0
5070203329.0,5070203329003.0,3.0,969.0
5070203329.0,5070203329004.0,4.0,612.0
5070203329.0,5070203329005.0,5.0,865.0
5070203329.0,5070203329006.0,6.0,156.0
5070203329.0,5070203329007.0,7.0,436.0
